,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3534,2015,6.4,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3535,2016,6.6,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3536,2017,6.4,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3537,2018,6.3,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3538,2019,6.2,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
3539,2015,10.7,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3540,2016,10.5,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3541,2017,10.5,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3542,2018,10.8,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3543,2019,10.9,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
3544,2015,19.0,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3545,2016,17.8,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3546,2017,17.4,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3547,2018,17.4,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3548,2019,16.1,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
3549,2015,5.9,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3550,2016,6.0,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3551,2017,6.6,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3552,2018,7.0,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3553,2019,6.9,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
3554,2015,1.9,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3555,2016,2.6,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3556,2017,3.3,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3557,2018,3.1,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3558,2019,2.7,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
3559,2015,9.8,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3560,2016,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3561,2017,10.3,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3562,2018,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3563,2019,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
3564,2015,8.0,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3565,2016,7.8,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3566,2017,7.7,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3567,2018,7.6,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3568,2019,7.5,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
3569,2015,6.4,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3570,2016,6.4,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3571,2017,6.4,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3572,2018,6.3,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3573,2019,6.2,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
3574,2015,14.4,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3575,2016,14.4,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3576,2017,14.2,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3577,2018,13.4,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3578,2019,12.9,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
3579,2015,5.1,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3580,2016,5.1,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3581,2017,5.0,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3582,2018,4.9,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3583,2019,4.9,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
3584,2015,9.5,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3585,2016,9.2,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3586,2017,9.0,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3587,2018,8.9,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3588,2019,9.0,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
3589,2015,13.0,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
3590,2016,11.9,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
3591,2017,13.0,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
3592,2018,12.0,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
3593,2019,11.8,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
3594,2015,14.4,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3595,2016,13.7,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3596,2017,14.3,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3597,2018,12.8,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3598,2019,12.3,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
3599,2015,6.8,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3600,2016,6.7,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3601,2017,6.7,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3602,2018,6.6,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3603,2019,6.4,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
3604,2015,10.0,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3605,2016,10.0,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3606,2017,9.3,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3607,2018,8.8,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3608,2019,9.0,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
3609,2015,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3610,2016,8.2,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3611,2017,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3612,2018,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3613,2019,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3614,2015,4.1,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3615,2016,4.2,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3616,2017,4.7,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3617,2018,4.0,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3618,2019,3.9,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
3619,2015,5.5,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
3620,2016,5.5,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
3621,2017,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
3622,2018,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
3623,2019,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
3624,2015,6.6,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
3625,2016,6.5,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
3626,2017,6.5,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
3627,2018,6.7,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
3628,2019,6.7,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
3629,2015,6.8,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
3630,2016,6.7,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
3631,2017,6.6,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
3632,2018,6.5,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
3633,2019,6.5,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
3634,2015,6.7,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3635,2016,7.7,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3636,2017,6.1,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3637,2018,7.2,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3638,2019,8.1,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3639,2015,10.0,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3640,2016,9.6,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3641,2017,9.2,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3642,2018,9.0,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3643,2019,8.9,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3644,2015,17.6,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3645,2016,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3646,2017,15.7,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3647,2018,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3648,2019,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3649,2015,14.0,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3650,2016,13.4,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3651,2017,14.5,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3652,2018,14.3,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3653,2019,14.5,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3654,2015,4.7,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3655,2016,4.6,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3656,2017,3.7,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3657,2018,4.2,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3658,2019,3.6,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3659,2015,13.6,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3660,2016,13.0,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3661,2017,13.9,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3662,2018,13.6,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3663,2019,12.2,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3664,2015,10.9,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3665,2016,10.9,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3666,2017,11.3,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3667,2018,11.4,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3668,2019,10.7,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3669,2015,9.0,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3670,2016,9.3,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3671,2017,9.7,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3672,2018,9.7,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3673,2019,9.6,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3674,2015,6.4,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3675,2016,6.4,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3676,2017,5.7,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3677,2018,5.2,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3678,2019,4.9,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3679,2015,8.8,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3680,2016,9.0,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3681,2017,9.2,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3682,2018,8.1,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3683,2019,7.6,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3684,2015,3.3,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3685,2016,3.2,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3686,2017,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3687,2018,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3688,2019,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3689,2015,6.9,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3690,2016,5.7,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3691,2017,6.1,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3692,2018,6.0,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3693,2019,6.1,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3694,2015,9.8,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3695,2016,9.3,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3696,2017,7.8,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3697,2018,8.3,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3698,2019,7.9,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3699,2015,11.6,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3700,2016,11.5,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3701,2017,11.3,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3702,2018,11.3,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3703,2019,10.9,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3704,2015,15.9,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3705,2016,15.7,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3706,2017,18.7,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3707,2018,15.3,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3708,2019,14.9,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3709,2015,35.1,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3710,2016,32.8,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3711,2017,30.4,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3712,2018,28.5,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3713,2019,29.4,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3714,2015,5.5,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3715,2016,5.5,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3716,2017,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3717,2018,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3718,2019,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3719,2015,9.4,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3720,2016,9.4,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3721,2017,9.3,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3722,2018,9.1,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3723,2019,9.0,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3724,2015,14.0,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3725,2016,15.2,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3726,2017,15.9,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3727,2018,16.2,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3728,2019,15.3,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3729,2015,15.8,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3730,2016,14.9,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3731,2017,14.6,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3732,2018,14.2,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3733,2019,13.8,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3734,2015,9.6,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3735,2016,9.2,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3736,2017,8.8,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3737,2018,8.6,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3738,2019,8.4,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3739,2015,5.1,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3740,2016,4.9,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3741,2017,4.9,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3742,2018,4.8,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3743,2019,4.8,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3744,2015,10.5,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3745,2016,10.7,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3746,2017,9.6,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3747,2018,9.4,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3748,2019,9.2,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3749,2015,13.3,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3750,2016,13.0,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3751,2017,12.6,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3752,2018,12.9,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3753,2019,12.3,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3754,2015,7.3,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3755,2016,7.2,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3756,2017,7.0,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3757,2018,6.6,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3758,2019,6.6,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3759,2015,5.0,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3760,2016,4.7,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3761,2017,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3762,2018,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3763,2019,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3764,2015,0.7000000000000001,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3765,2016,1.0,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3766,2017,0.6000000000000001,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3767,2018,0.30000000000000004,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3768,2019,0.7000000000000001,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3769,2015,5.8,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3770,2016,5.7,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3771,2017,5.6,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3772,2018,6.0,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3773,2019,5.9,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3774,2015,7.2,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3775,2016,7.1,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3776,2017,7.0,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3777,2018,6.9,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3778,2019,7.0,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3779,2015,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3780,2016,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3781,2017,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3782,2018,7.2,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
